"Gender","Profession","Work_Experience","Spending_Score","Family_Size","Var_1","Segmentation","ageRanked","age_dRanked_Bins","IsGraduated","EverMarriedTRUE"
"Female","Healthcare","1","Low","3","Cat_6","D","1","18-25",FALSE,FALSE
"Male","Artist","1","Average","4","Cat_6","C","7","45-50",FALSE,TRUE
"Male","Entertainment","1","Average","3","Cat_6","B","7","45-50",FALSE,TRUE
"Female","Artist","1","Average","2","Cat_6","C","7","45-50",TRUE,TRUE
"Male","Healthcare","1","Low","3","Cat_3","D","3","29-33",TRUE,TRUE
"Male","Executive","6","High","3","Cat_6","D","5","37-41",TRUE,TRUE
"Male","Engineer","1","Average","3","Cat_6","C","9","57-68",FALSE,TRUE
"Male","Marketing","0","Low","5","Cat_1","D","1","18-25",FALSE,FALSE
"Male","Healthcare","0","Low","6","Cat_6","B","3","29-33",FALSE,FALSE
"Female","Doctor","9","Low","2","Cat_6","B","5","37-41",TRUE,FALSE
"Male","Artist","0","Low","3","Cat_6","A","5","37-41",TRUE,TRUE
"Male","Entertainment","1","Average","3","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Doctor","0","Low","1","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Artist","1","Average","2","Cat_6","C","7","45-50",TRUE,TRUE
"Male","Artist","9","Low","2","Cat_6","B","7","45-50",TRUE,FALSE
"Male","Artist","6","Average","2","Cat_6","B","8","50-57",TRUE,TRUE
"Female","Executive","0","Average","5","Cat_4","A","6","41-45",FALSE,TRUE
"Male","Healthcare","0","Low","3","Cat_6","D","3","29-33",FALSE,FALSE
"Female","Artist","1","Low","1","Cat_4","B","2","25-29",FALSE,FALSE
"Male","Entertainment","1","Average","2","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Entertainment","4","Average","2","Cat_2","B","4","33-37",TRUE,TRUE
"Male","Artist","0","High","2","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Doctor","4","Low","5","Cat_6","D","3","29-33",TRUE,FALSE
"Female","Artist","0","Low","1","Cat_6","B","7","45-50",TRUE,TRUE
"Male","Lawyer","8","Average","2","Cat_6","C","10","68-89",TRUE,TRUE
"Female","Artist","0","High","2","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Artist","2","Low","1","Cat_6","B","6","41-45",FALSE,FALSE
"Female","Homemaker","1","Low","2","Cat_3","B","7","45-50",TRUE,TRUE
"Male","Lawyer","1","Low","2","Cat_3","A","10","68-89",TRUE,TRUE
"Male","Engineer","4","Low","3","Cat_3","B","8","50-57",TRUE,TRUE
"Male","Executive","1","High","3","Cat_6","B","10","68-89",FALSE,TRUE
"Female","Lawyer","1","High","2","Cat_6","B","10","68-89",TRUE,TRUE
"Female","Engineer","0","Low","1","Cat_2","B","7","45-50",TRUE,TRUE
"Female","Lawyer","0","High","2","Cat_6","B","10","68-89",TRUE,TRUE
"Male","Engineer","12","Average","5","Cat_4","B","5","37-41",FALSE,TRUE
"Female","Artist","0","Low","2","Cat_6","B","4","33-37",FALSE,TRUE
"Female","Homemaker","12","Average","2","Cat_6","B","3","29-33",FALSE,TRUE
"Male","Marketing","1","Low","5","Cat_6","B","1","18-25",FALSE,FALSE
"Male","Entertainment","1","Low","2","Cat_6","C","10","68-89",TRUE,FALSE
"Female","Engineer","1","Low","4","Cat_5","A","2","25-29",FALSE,FALSE
"Male","Artist","2","Average","4","Cat_3","C","6","41-45",TRUE,TRUE
"Male","Artist","0","Low","2","Cat_6","B","7","45-50",TRUE,TRUE
"Male","Lawyer","1","Low","1","Cat_6","A","10","68-89",FALSE,TRUE
"Male","Healthcare","1","Low","6","Cat_6","D","3","29-33",FALSE,FALSE
"Male","Engineer","0","Low","5","Cat_6","D","2","25-29",FALSE,FALSE
"Female","Artist","8","Average","3","Cat_6","A","7","45-50",FALSE,TRUE
"Male","Healthcare","4","Low","5","Cat_2","D","1","18-25",FALSE,FALSE
"Male","Entertainment","1","Low","1","Cat_7","A","5","37-41",TRUE,FALSE
"Female","Homemaker","1","Low","6","Cat_6","D","3","29-33",FALSE,FALSE
"Female","Doctor","1","Average","4","Cat_6","C","7","45-50",TRUE,TRUE
"Female","Lawyer","0","Low","1","Cat_6","A","9","57-68",TRUE,FALSE
"Male","Engineer","1","Average","7","Cat_4","B","8","50-57",FALSE,TRUE
"Female","Healthcare","0","Low","5","Cat_6","D","1","18-25",FALSE,FALSE
"Female","Artist","0","Low","1","Cat_6","A","6","41-45",TRUE,FALSE
"Male","Marketing","1","Average","3","Cat_4","B","8","50-57",FALSE,TRUE
"Female","Lawyer","9","High","2","Cat_6","C","10","68-89",TRUE,TRUE
"Male","Artist","0","Average","4","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Executive","1","High","2","Cat_6","C","10","68-89",TRUE,TRUE
"Male","Artist","4","High","2","Cat_7","D","9","57-68",TRUE,TRUE
"Male","Doctor","3","Average","2","Cat_6","C","5","37-41",TRUE,TRUE
"Female","Marketing","0","Low","1","Cat_6","D","3","29-33",TRUE,FALSE
"Female","Artist","1","Low","1","Cat_6","B","6","41-45",TRUE,FALSE
"Female","Artist","10","Low","2","Cat_6","B","7","45-50",TRUE,TRUE
"Female","Engineer","9","Low","4","Cat_3","B","4","33-37",FALSE,FALSE
"Male","Entertainment","9","Average","3","Cat_6","B","5","37-41",TRUE,TRUE
"Female","Artist","1","Average","4","Cat_6","C","7","45-50",TRUE,TRUE
"Female","Artist","8","Average","2","Cat_6","A","7","45-50",TRUE,TRUE
"Male","Healthcare","7","Low","4","Cat_2","C","2","25-29",TRUE,FALSE
"Female","Doctor","0","Average","2","Cat_6","B","4","33-37",TRUE,TRUE
"Male","Healthcare","0","Low","4","Cat_6","D","1","18-25",FALSE,FALSE
"Male","Entertainment","0","Low","1","Cat_4","A","2","25-29",FALSE,TRUE
"Male","Artist","3","Average","4","Cat_6","B","5","37-41",TRUE,TRUE
"Female","Lawyer","0","Low","1","Cat_6","C","10","68-89",FALSE,TRUE
"Male","Healthcare","1","Low","4","Cat_6","B","3","29-33",TRUE,FALSE
"Female","Artist","1","High","5","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Executive","1","High","5","Cat_6","B","7","45-50",TRUE,TRUE
"Female","Entertainment","3","Low","1","Cat_6","A","8","50-57",FALSE,FALSE
"Male","Entertainment","0","Low","4","Cat_6","A","5","37-41",FALSE,FALSE
"Male","Artist","1","Average","4","Cat_6","A","9","57-68",TRUE,TRUE
"Male","Lawyer","0","High","2","Cat_6","C","10","68-89",TRUE,TRUE
"Male","Executive","7","High","2","Cat_6","C","6","41-45",TRUE,TRUE
"Male","Healthcare","2","Low","4","Cat_1","A","2","25-29",TRUE,FALSE
"Male","Doctor","3","Low","1","Cat_6","A","4","33-37",TRUE,FALSE
"Female","Artist","6","Low","2","Cat_6","B","7","45-50",TRUE,TRUE
"Female","Artist","0","Low","1","Cat_6","B","8","50-57",TRUE,FALSE
"Female","Artist","8","Low","3","Cat_6","B","3","29-33",TRUE,TRUE
"Male","Engineer","1","Low","2","Cat_6","D","3","29-33",TRUE,TRUE
"Female","Healthcare","0","Low","4","Cat_6","A","5","37-41",TRUE,FALSE
"Male","Healthcare","1","Low","3","Cat_3","D","1","18-25",FALSE,FALSE
"Male","Doctor","8","Low","6","Cat_2","A","3","29-33",TRUE,FALSE
"Male","Entertainment","1","Low","2","Cat_6","A","8","50-57",TRUE,TRUE
"Male","Lawyer","0","Low","1","Cat_6","D","10","68-89",TRUE,FALSE
"Male","Doctor","0","Low","2","Cat_6","B","6","41-45",TRUE,TRUE
"Female","Artist","1","Average","2","Cat_4","C","5","37-41",TRUE,TRUE
"Male","Executive","5","High","2","Cat_6","B","9","57-68",TRUE,TRUE
"Female","Homemaker","12","Low","1","Cat_6","A","7","45-50",TRUE,TRUE
"Male","Doctor","1","Average","2","Cat_6","B","5","37-41",TRUE,TRUE
"Female","Artist","0","Low","1","Cat_6","B","7","45-50",TRUE,FALSE
"Male","Executive","4","High","4","Cat_6","D","8","50-57",TRUE,TRUE
"Male","Artist","1","Low","1","Cat_6","B","10","68-89",FALSE,TRUE
"Female","Artist","1","Average","4","Cat_6","C","7","45-50",TRUE,TRUE
"Male","Entertainment","0","Low","1","Cat_6","A","9","57-68",TRUE,TRUE
"Male","Artist","5","Average","2","Cat_6","C","6","41-45",TRUE,TRUE
"Male","Entertainment","14","Average","3","Cat_6","D","5","37-41",FALSE,TRUE
"Female","Artist","1","Average","5","Cat_3","C","9","57-68",TRUE,TRUE
"Male","Artist","13","Low","3","Cat_6","A","2","25-29",TRUE,FALSE
"Male","Executive","2","High","4","Cat_2","B","7","45-50",TRUE,TRUE
"Female","Healthcare","0","Low","6","Cat_5","A","2","25-29",FALSE,FALSE
"Female","Artist","0","High","2","Cat_6","C","10","68-89",TRUE,TRUE
"Male","Healthcare","0","Low","5","Cat_4","C","3","29-33",FALSE,FALSE
"Female","Artist","1","Average","5","Cat_6","C","4","33-37",TRUE,TRUE
"Male","Healthcare","9","Low","4","Cat_3","D","1","18-25",FALSE,FALSE
"Female","Artist","1","Average","2","Cat_6","C","4","33-37",TRUE,TRUE
"Female","Healthcare","12","Low","1","Cat_1","A","6","41-45",TRUE,FALSE
"Female","Artist","13","Low","2","Cat_6","B","3","29-33",TRUE,FALSE
"Male","Executive","7","High","4","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Artist","1","Low","3","Cat_3","A","8","50-57",TRUE,TRUE
"Female","Engineer","1","Average","2","Cat_6","C","9","57-68",FALSE,TRUE
"Male","Artist","1","Low","3","Cat_6","D","3","29-33",TRUE,FALSE
"Female","Artist","1","High","4","Cat_6","B","8","50-57",TRUE,TRUE
"Female","Artist","0","Low","5","Cat_3","C","4","33-37",TRUE,FALSE
"Female","Artist","1","Average","5","Cat_2","C","7","45-50",TRUE,TRUE
"Male","Entertainment","1","Low","2","Cat_6","A","10","68-89",FALSE,TRUE
"Female","Lawyer","1","High","2","Cat_6","C","10","68-89",TRUE,TRUE
"Female","Lawyer","0","High","4","Cat_6","C","9","57-68",FALSE,TRUE
"Male","Artist","5","High","2","Cat_6","A","9","57-68",TRUE,TRUE
"Female","Artist","1","High","2","Cat_6","C","10","68-89",TRUE,TRUE
"Female","Engineer","0","Low","1","Cat_6","B","9","57-68",TRUE,FALSE
"Female","Healthcare","0","Low","5","Cat_6","D","5","37-41",TRUE,FALSE
"Female","Homemaker","3","Low","7","Cat_6","D","2","25-29",TRUE,FALSE
"Male","Healthcare","0","Low","3","Cat_2","D","1","18-25",FALSE,FALSE
"Female","Artist","0","High","2","Cat_3","C","7","45-50",TRUE,TRUE
"Male","Entertainment","9","Low","1","Cat_6","A","2","25-29",TRUE,FALSE
"Male","Healthcare","9","Low","3","Cat_7","C","4","33-37",FALSE,FALSE
"Female","Doctor","0","Average","3","Cat_4","D","2","25-29",FALSE,TRUE
"Male","Entertainment","1","Low","2","Cat_6","A","6","41-45",TRUE,FALSE
"Male","Doctor","7","Low","1","Cat_6","A","2","25-29",TRUE,FALSE
"Male","Artist","6","Low","1","Cat_6","B","5","37-41",TRUE,TRUE
"Female","Artist","5","Average","3","Cat_6","B","5","37-41",TRUE,TRUE
"Female","Artist","8","High","6","Cat_6","C","9","57-68",TRUE,TRUE
"Female","Lawyer","1","High","2","Cat_6","C","10","68-89",TRUE,TRUE
"Male","Doctor","0","Average","4","Cat_6","A","7","45-50",TRUE,TRUE
"Female","Artist","8","Low","1","Cat_6","A","6","41-45",TRUE,TRUE
"Male","Artist","0","Low","4","Cat_2","C","9","57-68",TRUE,TRUE
"Male","Artist","9","Average","3","Cat_6","C","5","37-41",TRUE,TRUE
"Male","Healthcare","13","Low","6","Cat_6","D","1","18-25",FALSE,FALSE
"Female","Doctor","8","Low","1","Cat_3","A","6","41-45",FALSE,FALSE
"Male","Doctor","5","Average","2","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Healthcare","4","Low","3","Cat_6","D","1","18-25",FALSE,FALSE
"Female","Artist","2","Average","4","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Doctor","1","Average","2","Cat_1","C","6","41-45",TRUE,TRUE
"Male","Doctor","0","Low","4","Cat_3","D","2","25-29",FALSE,FALSE
"Male","Artist","9","Average","3","Cat_6","A","6","41-45",TRUE,TRUE
"Male","Doctor","3","Low","2","Cat_6","D","3","29-33",TRUE,FALSE
"Male","Healthcare","1","Low","6","Cat_4","A","2","25-29",FALSE,FALSE
"Male","Executive","0","High","2","Cat_2","C","10","68-89",TRUE,TRUE
"Male","Entertainment","0","Average","2","Cat_6","C","8","50-57",TRUE,TRUE
"Female","Engineer","0","Low","1","Cat_6","A","6","41-45",FALSE,TRUE
"Male","Artist","1","Average","3","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Healthcare","3","Low","1","Cat_6","D","4","33-37",TRUE,FALSE
"Male","Healthcare","9","Low","2","Cat_6","C","2","25-29",TRUE,TRUE
"Female","Artist","1","Low","1","Cat_6","B","8","50-57",TRUE,TRUE
"Female","Engineer","9","Average","4","Cat_2","C","7","45-50",TRUE,TRUE
"Male","Doctor","9","Low","4","Cat_6","D","2","25-29",FALSE,FALSE
"Male","Healthcare","8","Average","4","Cat_6","C","5","37-41",TRUE,TRUE
"Female","Artist","2","Average","9","Cat_5","C","10","68-89",TRUE,TRUE
"Male","Doctor","1","Low","5","Cat_4","C","1","18-25",FALSE,FALSE
"Female","Marketing","9","Low","2","Cat_3","D","2","25-29",FALSE,FALSE
"Male","Artist","1","High","2","Cat_6","C","9","57-68",TRUE,TRUE
"Female","Healthcare","0","Low","4","Cat_6","D","1","18-25",FALSE,FALSE
"Female","Homemaker","11","Average","3","Cat_6","D","2","25-29",FALSE,TRUE
"Female","Artist","1","Low","2","Cat_6","A","8","50-57",TRUE,FALSE
"Female","Artist","0","Low","2","Cat_6","B","5","37-41",TRUE,FALSE
"Male","Entertainment","0","Low","2","Cat_2","D","3","29-33",TRUE,TRUE
"Male","Healthcare","0","Low","3","Cat_3","D","3","29-33",TRUE,FALSE
"Female","Marketing","9","Low","1","Cat_3","C","4","33-37",TRUE,FALSE
"Female","Artist","0","Low","1","Cat_6","C","10","68-89",TRUE,FALSE
"Male","Artist","2","Low","2","Cat_6","A","8","50-57",TRUE,TRUE
"Male","Executive","0","High","2","Cat_6","B","9","57-68",FALSE,TRUE
"Female","Healthcare","9","Low","4","Cat_6","D","1","18-25",FALSE,FALSE
"Male","Engineer","9","Average","2","Cat_3","C","2","25-29",TRUE,TRUE
"Female","Artist","1","Average","3","Cat_6","C","8","50-57",TRUE,TRUE
"Female","Doctor","0","Low","4","Cat_6","C","2","25-29",FALSE,FALSE
"Female","Artist","5","Average","2","Cat_6","B","5","37-41",TRUE,TRUE
"Male","Doctor","2","Average","3","Cat_6","C","8","50-57",TRUE,TRUE
"Female","Lawyer","0","Low","6","Cat_3","B","1","18-25",FALSE,FALSE
"Female","Lawyer","0","High","2","Cat_6","B","10","68-89",TRUE,TRUE
"Male","Artist","0","High","4","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Artist","12","Average","2","Cat_6","B","3","29-33",TRUE,TRUE
"Female","Entertainment","0","Average","2","Cat_3","A","3","29-33",FALSE,TRUE
"Male","Doctor","0","Low","5","Cat_6","B","2","25-29",TRUE,FALSE
"Male","Lawyer","0","Low","1","Cat_6","A","9","57-68",TRUE,TRUE
"Male","Entertainment","0","Average","2","Cat_4","B","8","50-57",FALSE,TRUE
"Female","Engineer","8","Low","6","Cat_4","D","8","50-57",FALSE,FALSE
"Female","Engineer","8","Average","5","Cat_4","D","3","29-33",TRUE,TRUE
"Male","Artist","11","Low","2","Cat_6","C","6","41-45",TRUE,FALSE
"Female","Healthcare","9","Low","8","Cat_5","D","1","18-25",FALSE,FALSE
"Male","Executive","0","High","4","Cat_6","B","7","45-50",TRUE,TRUE
"Male","Artist","0","Average","4","Cat_4","C","6","41-45",TRUE,TRUE
"Female","Engineer","14","Low","4","Cat_6","D","4","33-37",FALSE,FALSE
"Female","Healthcare","0","Average","2","Cat_3","A","6","41-45",TRUE,TRUE
"Male","Lawyer","0","Low","1","Cat_6","D","10","68-89",FALSE,TRUE
"Female","Artist","1","Average","2","Cat_7","C","7","45-50",TRUE,TRUE
"Female","Lawyer","0","Low","2","Cat_6","D","9","57-68",TRUE,TRUE
"Female","Doctor","5","Low","1","Cat_2","B","5","37-41",TRUE,FALSE
"Male","Healthcare","0","Low","2","Cat_4","C","3","29-33",TRUE,FALSE
"Male","Artist","4","Low","7","Cat_7","A","5","37-41",TRUE,FALSE
"Male","Engineer","1","Average","4","Cat_3","A","4","33-37",TRUE,TRUE
"Male","Artist","1","Low","1","Cat_2","B","7","45-50",TRUE,FALSE
"Male","Healthcare","1","Low","4","Cat_4","D","1","18-25",FALSE,FALSE
"Male","Entertainment","1","Average","2","Cat_7","C","9","57-68",FALSE,TRUE
"Female","Healthcare","1","Low","5","Cat_4","D","1","18-25",FALSE,FALSE
"Female","Engineer","9","Low","1","Cat_6","A","7","45-50",TRUE,FALSE
"Male","Executive","0","High","4","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Artist","0","Average","5","Cat_6","C","9","57-68",TRUE,TRUE
"Female","Marketing","5","Average","3","Cat_6","A","6","41-45",FALSE,TRUE
"Male","Doctor","1","Low","3","Cat_3","D","1","18-25",FALSE,TRUE
"Female","Engineer","1","Average","6","Cat_4","B","5","37-41",FALSE,TRUE
"Female","Artist","2","Low","2","Cat_6","C","7","45-50",TRUE,TRUE
"Male","Healthcare","1","Low","1","Cat_6","D","3","29-33",TRUE,FALSE
"Male","Healthcare","0","Low","4","Cat_2","D","1","18-25",FALSE,FALSE
"Male","Healthcare","1","High","4","Cat_4","B","6","41-45",TRUE,TRUE
"Male","Entertainment","2","Average","2","Cat_6","B","5","37-41",TRUE,TRUE
"Male","Doctor","10","Low","2","Cat_6","D","3","29-33",FALSE,FALSE
"Female","Healthcare","8","Low","2","Cat_6","D","5","37-41",TRUE,FALSE
"Female","Artist","0","Low","3","Cat_6","A","6","41-45",TRUE,FALSE
"Male","Lawyer","0","Low","2","Cat_6","A","10","68-89",TRUE,FALSE
"Male","Healthcare","9","Low","5","Cat_6","D","3","29-33",TRUE,FALSE
"Male","Healthcare","1","Low","4","Cat_7","D","3","29-33",FALSE,FALSE
"Male","Healthcare","0","Low","3","Cat_3","D","1","18-25",FALSE,FALSE
"Male","Lawyer","0","High","3","Cat_1","B","10","68-89",FALSE,TRUE
"Female","Engineer","1","Low","1","Cat_4","A","2","25-29",FALSE,FALSE
"Male","Marketing","1","Low","2","Cat_6","D","3","29-33",FALSE,FALSE
"Female","Artist","1","Average","3","Cat_6","C","7","45-50",TRUE,TRUE
"Male","Artist","1","Average","2","Cat_6","C","10","68-89",TRUE,TRUE
"Female","Healthcare","0","Low","5","Cat_4","D","1","18-25",FALSE,FALSE
"Female","Artist","2","Low","1","Cat_6","A","6","41-45",TRUE,FALSE
"Male","Marketing","0","Low","3","Cat_3","B","1","18-25",FALSE,FALSE
"Male","Entertainment","14","Average","2","Cat_6","A","2","25-29",FALSE,TRUE
"Male","Healthcare","1","High","2","Cat_6","D","2","25-29",TRUE,TRUE
"Female","Healthcare","0","Low","4","Cat_4","D","1","18-25",FALSE,FALSE
"Female","Artist","9","High","2","Cat_2","B","6","41-45",TRUE,TRUE
"Male","Lawyer","1","Average","2","Cat_6","A","9","57-68",FALSE,TRUE
"Female","Artist","0","Low","2","Cat_7","A","2","25-29",TRUE,TRUE
"Male","Artist","1","Average","4","Cat_6","B","6","41-45",FALSE,TRUE
"Male","Executive","8","High","4","Cat_6","C","4","33-37",FALSE,TRUE
"Female","Engineer","1","Low","3","Cat_6","C","4","33-37",FALSE,FALSE
"Female","Artist","1","Average","2","Cat_6","C","10","68-89",TRUE,TRUE
"Female","Artist","3","Low","1","Cat_6","A","8","50-57",TRUE,TRUE
"Female","Healthcare","1","Low","3","Cat_6","D","3","29-33",FALSE,FALSE
"Female","Engineer","1","Low","7","Cat_4","A","6","41-45",TRUE,FALSE
"Male","Healthcare","8","Low","5","Cat_2","D","1","18-25",FALSE,FALSE
"Female","Doctor","2","Low","4","Cat_6","D","1","18-25",FALSE,FALSE
"Female","Doctor","1","Low","4","Cat_2","D","2","25-29",FALSE,FALSE
"Female","Artist","0","Average","2","Cat_6","C","9","57-68",TRUE,TRUE
"Female","Engineer","6","Average","4","Cat_5","B","9","57-68",FALSE,TRUE
"Male","Lawyer","1","Low","2","Cat_1","B","10","68-89",FALSE,TRUE
"Male","Artist","1","Low","2","Cat_6","A","8","50-57",TRUE,TRUE
"Female","Artist","6","Low","2","Cat_6","C","7","45-50",TRUE,TRUE
"Male","Doctor","3","Low","2","Cat_6","A","9","57-68",TRUE,TRUE
"Female","Artist","0","Low","1","Cat_1","C","7","45-50",TRUE,FALSE
"Male","Executive","0","High","5","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Artist","3","Average","4","Cat_6","B","5","37-41",TRUE,TRUE
"Male","Artist","8","Average","2","Cat_2","C","8","50-57",TRUE,TRUE
"Female","Homemaker","1","Low","1","Cat_2","D","2","25-29",FALSE,FALSE
"Male","Artist","2","Low","4","Cat_6","A","4","33-37",FALSE,FALSE
"Male","Entertainment","0","Low","1","Cat_6","A","6","41-45",TRUE,TRUE
"Female","Engineer","1","Low","3","Cat_3","A","5","37-41",FALSE,FALSE
"Female","Healthcare","1","Low","3","Cat_6","D","1","18-25",FALSE,FALSE
"Female","Engineer","0","Low","5","Cat_3","D","4","33-37",FALSE,FALSE
"Female","Lawyer","0","High","3","Cat_6","B","10","68-89",FALSE,TRUE
"Female","Lawyer","0","Low","1","Cat_4","A","10","68-89",FALSE,TRUE
"Male","Healthcare","1","Low","6","Cat_4","D","1","18-25",FALSE,FALSE
"Female","Artist","1","High","4","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Lawyer","1","High","2","Cat_6","C","10","68-89",FALSE,TRUE
"Female","Entertainment","5","Low","1","Cat_3","D","6","41-45",FALSE,TRUE
"Female","Artist","6","Average","3","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Doctor","0","Low","5","Cat_2","C","1","18-25",FALSE,FALSE
"Female","Artist","0","Low","2","Cat_6","B","7","45-50",TRUE,FALSE
"Female","Healthcare","1","Low","5","Cat_6","D","1","18-25",FALSE,FALSE
"Female","Healthcare","0","Low","5","Cat_4","A","2","25-29",TRUE,FALSE
"Male","Artist","0","Low","2","Cat_1","C","2","25-29",TRUE,TRUE
"Female","Artist","0","High","3","Cat_3","C","8","50-57",TRUE,TRUE
"Male","Artist","6","Average","2","Cat_6","C","8","50-57",TRUE,TRUE
"Male","Artist","2","Low","2","Cat_6","C","5","37-41",TRUE,TRUE
"Male","Doctor","1","Low","3","Cat_6","A","6","41-45",FALSE,TRUE
"Female","Lawyer","0","High","2","Cat_6","A","10","68-89",FALSE,TRUE
"Female","Engineer","0","Low","3","Cat_4","A","5","37-41",FALSE,TRUE
"Female","Healthcare","0","Low","1","Cat_6","D","3","29-33",TRUE,FALSE
"Male","Entertainment","2","Low","3","Cat_6","A","5","37-41",FALSE,TRUE
"Male","Artist","9","Average","2","Cat_6","A","2","25-29",TRUE,TRUE
"Male","Artist","1","High","3","Cat_6","B","6","41-45",FALSE,TRUE
"Male","Doctor","0","Low","5","Cat_7","D","1","18-25",FALSE,FALSE
"Male","Artist","1","Average","3","Cat_6","A","4","33-37",TRUE,TRUE
"Male","Lawyer","1","High","2","Cat_6","A","10","68-89",TRUE,TRUE
"Male","Healthcare","1","Low","5","Cat_3","D","1","18-25",FALSE,FALSE
"Female","Healthcare","9","Low","2","Cat_6","A","2","25-29",FALSE,FALSE
"Female","Artist","1","Average","3","Cat_6","B","6","41-45",TRUE,TRUE
"Male","Doctor","0","Low","1","Cat_6","D","3","29-33",FALSE,FALSE
"Male","Artist","2","Average","2","Cat_6","C","6","41-45",TRUE,TRUE
"Female","Healthcare","1","Low","3","Cat_6","C","5","37-41",TRUE,FALSE
"Male","Entertainment","9","Low","2","Cat_6","D","4","33-37",TRUE,FALSE
"Male","Healthcare","1","Low","3","Cat_6","A","3","29-33",TRUE,FALSE
"Male","Healthcare","1","Low","3","Cat_3","D","1","18-25",FALSE,FALSE
"Female","Doctor","7","Low","4","Cat_3","D","3","29-33",FALSE,FALSE
"Male","Artist","0","Average","2","Cat_6","B","4","33-37",TRUE,TRUE
"Male","Artist","9","Low","2","Cat_6","C","6","41-45",TRUE,TRUE
"Male","Artist","0","Low","2","Cat_6","A","6","41-45",TRUE,TRUE
"Male","Engineer","1","Average","2","Cat_6","C","6","41-45",TRUE,TRUE
"Female","Artist","1","Low","2","Cat_3","B","8","50-57",FALSE,TRUE
"Male","Engineer","9","Average","4","Cat_6","C","9","57-68",FALSE,TRUE
"Female","Artist","13","Low","2","Cat_4","D","5","37-41",FALSE,FALSE
"Male","Entertainment","0","Average","6","Cat_6","C","9","57-68",TRUE,TRUE
"Female","Marketing","0","Low","4","Cat_3","D","4","33-37",FALSE,FALSE
"Male","Entertainment","1","Average","2","Cat_6","B","8","50-57",TRUE,TRUE
"Male","Doctor","0","Low","3","Cat_6","A","5","37-41",TRUE,FALSE
"Male","Artist","2","Average","4","Cat_7","C","8","50-57",FALSE,TRUE
"Male","Artist","0","Average","4","Cat_6","C","6","41-45",TRUE,TRUE
"Female","Engineer","2","Low","1","Cat_6","B","10","68-89",FALSE,TRUE
"Female","Homemaker","0","Low","6","Cat_3","A","2","25-29",FALSE,FALSE
"Female","Lawyer","1","Low","1","Cat_6","A","10","68-89",TRUE,TRUE
"Male","Lawyer","0","High","2","Cat_6","C","8","50-57",FALSE,TRUE
"Male","Marketing","8","Low","4","Cat_4","D","2","25-29",FALSE,FALSE
"Male","Engineer","3","Low","3","Cat_6","D","4","33-37",FALSE,FALSE
"Female","Artist","1","Low","3","Cat_7","B","10","68-89",TRUE,TRUE
"Female","Engineer","0","Average","2","Cat_6","C","5","37-41",TRUE,TRUE
"Male","Healthcare","0","Low","4","Cat_2","D","1","18-25",FALSE,FALSE
"Male","Artist","4","Low","1","Cat_6","B","7","45-50",TRUE,TRUE
"Female","Artist","9","Average","2","Cat_6","C","6","41-45",TRUE,TRUE
"Male","Lawyer","0","Low","2","Cat_3","C","10","68-89",TRUE,TRUE
"Male","Artist","6","Low","1","Cat_6","D","10","68-89",TRUE,TRUE
"Female","Healthcare","1","Low","3","Cat_3","D","1","18-25",FALSE,FALSE
"Female","Healthcare","3","Low","4","Cat_2","C","3","29-33",TRUE,FALSE
"Female","Artist","7","Low","7","Cat_4","D","3","29-33",TRUE,FALSE
"Male","Healthcare","0","Low","2","Cat_4","D","1","18-25",FALSE,FALSE
"Female","Engineer","0","Average","2","Cat_6","B","5","37-41",TRUE,TRUE
"Female","Homemaker","3","Average","2","Cat_3","B","7","45-50",TRUE,TRUE
"Female","Doctor","1","Average","2","Cat_2","A","7","45-50",TRUE,TRUE
"Female","Artist","3","Low","1","Cat_6","C","5","37-41",TRUE,FALSE
"Male","Healthcare","9","Low","5","Cat_6","D","3","29-33",TRUE,FALSE
"Male","Healthcare","3","Low","5","Cat_2","B","4","33-37",FALSE,FALSE
"Male","Artist","0","Average","5","Cat_4","A","7","45-50",FALSE,TRUE
"Male","Artist","1","Average","3","Cat_4","C","9","57-68",TRUE,TRUE
"Female","Healthcare","5","Low","2","Cat_6","D","2","25-29",TRUE,FALSE
"Male","Lawyer","11","High","2","Cat_6","C","9","57-68",TRUE,TRUE
"Male","Healthcare","1","Average","4","Cat_7","D","1","18-25",FALSE,TRUE
"Female","Engineer","4","Low","1","Cat_6","B","6","41-45",FALSE,TRUE
"Male","Artist","8","Low","1","Cat_6","A","6","41-45",FALSE,TRUE
"Male","Artist","5","Low","4","Cat_3","B","2","25-29",TRUE,FALSE
